Product Name,Manufacturer,Manufacturer Website,Supplement Category,Serving Size,Effectiveness Rating,Number of Ingredients,Research Rating,Nutrition Label Transparency Score,Ranking within Supplement Category,Ranking within all Supplement Products,Updated Month Day,Updated Year,Manufacturer Social Media,Similarity Index,Number of Active Ingredients,Calories per Serving,Protein per Serving,Protein Percent of Calories,Protein Percent of Serving Size,Nutrition Label Fat Content Transparency Score,Fat (%),Carbohydrates (%),Protein (%),Macros details
On Point,Alchemist Supplements,https://alchemistsupplements.com,Cognitive Enhancement Supplements,"3 capsules
",1.75 out of 3,14,30 ,100%,100 out of 147 (bottom third within category),"3,510 out of 4,597 (bottom third of all products)",March 20,2021,https://instagram.com/alchemistsupplements,,,,,,,,,,,
The Force,Darkside Supps,https://drksidesupps.com,Cognitive Enhancement Supplements,6g,1.74 out of 3,10,32 ,100%,101 out of 147 (bottom third within category),"3,528 out of 4,597 (bottom third of all products)",October 03,2021,https://instagram.com/darksidesupps,,,,,,,,,,,
Vitafocus,Ryse,https://rysesupps.com,Cognitive Enhancement Supplements,"2 capsules
",1.73 out of 3,23,23 ,100%,102 out of 147 (bottom third within category),"3,551 out of 4,597 (bottom third of all products)",December 23,2021,https://instagram.com/ryse_supps,,,,,,,,,,,
IQ Caps,Stacker2 Europe,https://www.stacker2europe.com,Cognitive Enhancement Supplements,"1 capsule
",1.69 out of 3,11,37 ,36%,103 out of 147 (bottom third within category),"3,636 out of 4,597 (bottom third of all products)",January 17,2021,https://instagram.com/stacker2europe,,,,,,,,,,,
Neurostim,Longhorn Supplements,,Cognitive Enhancement Supplements,"3 capsules
",1.68 out of 3,16,31 ,13%,104 out of 147 (bottom third within category),"3,657 out of 4,597 (bottom third of all products)",July 12,2020,,,,,,,,,,,,
Focus XT,Serious Nutrition Solutions,https://seriousnutritionsolutions.com,Cognitive Enhancement Supplements,7g,1.68 out of 3,13,31 ,85%,105 out of 147 (bottom third within category),"3,662 out of 4,597 (bottom third of all products)",December 26,2020,https://instagram.com/seriousnutritionsolutions,,,,,,,,,,,
Illumino,Unlocked Supplements,https://unlockedsupps.com,Cognitive Enhancement Supplements,7.76g,1.67 out of 3,17,29 ,100%,106 out of 147 (bottom third within category),"3,678 out of 4,597 (bottom third of all products)",October 16,2021,https://instagram.com/unlockedsupps,,,,,,,,,,,
HQ Focus,High Quality Nutrition,https://www.hqnutrition.ca,Cognitive Enhancement Supplements,"3 capsules
",1.67 out of 3,11,25 ,100%,107 out of 147 (bottom third within category),"3,679 out of 4,597 (bottom third of all products)",March 14,2021,https://instagram.com/hq.nutrition,,,,,,,,,,,
F.P.S Focus Performance Supplement,Outbreak Nutrition,https://outbreaknutrition.com/,Cognitive Enhancement Supplements,"1 scoop
",1.67 out of 3,11,33 ,100%,108 out of 147 (bottom third within category),"3,683 out of 4,597 (bottom third of all products)",June 15,2019,https://instagram.com/outbreaknutrition,,,,,,,,,,,
Setup,Nugosu,https://nugosu.gg,Cognitive Enhancement Supplements,"2 capsules
",1.65 out of 3,21,26 ,100%,109 out of 147 (bottom third within category),"3,716 out of 4,597 (bottom third of all products)",April 05,2021,https://instagram.com/nugosupower,,,,,,,,,,,
Neurall v3.0,Strike First Nutrition,https://strikefirstnutrition.com,Cognitive Enhancement Supplements,"3 capsules
",1.65 out of 3,17,30 ,100%,110 out of 147 (bottom third within category),"3,721 out of 4,597 (bottom third of all products)",February 27,2021,https://instagram.com/strikefirst,,,,,,,,,,,
Xendurance Focus,Xendurance,https://xendurance.com/,Cognitive Enhancement Supplements,3.8g,1.64 out of 3,8,43 ,38%,111 out of 147 (bottom third within category),"3,738 out of 4,597 (bottom third of all products)",July 10,2020,,,,,,,,,,,,
Switch On Black Edition,Brain Gains,https://www.braingainsuk.com/,Cognitive Enhancement Supplements,15g,1.64 out of 3,20,25 ,100%,112 out of 147 (bottom third within category),"3,740 out of 4,597 (bottom third of all products)",July 07,2020,,Switch On Black Edition shares at least 75% of its ingredient profile with one other product,,,,,,,,,,
IQ Octane,Juggernaut Nutrition,https://juggernautnutrition.com/,Cognitive Enhancement Supplements,"2 capsules
",1.63 out of 3,9,30 ,22%,113 out of 147 (bottom third within category),"3,769 out of 4,597 (bottom third of all products)",May 26,2019,https://instagram.com/juggernautnutrition,,,,,,,,,,,
Fierce,RAWR Sports Nutrition,https://rawrsn.com,Cognitive Enhancement Supplements,18g,1.63 out of 3,14,25 ,100%,114 out of 147 (bottom third within category),"3,774 out of 4,597 (bottom third of all products)",December 26,2021,https://instagram.com/rawrsportsnutrition,,,,,,,,,,,
Nootropic Power,Applied Nutrition,https://www.appliednutrition.uk/,Cognitive Enhancement Supplements,"1 capsule
",1.62 out of 3,12,37 ,100%,115 out of 147 (bottom third within category),"3,786 out of 4,597 (bottom third of all products)",January 02,2021,https://instagram.com/appliednutrition.uk,,,,,,,,,,,
Genius,Non-Stop Nutrition,https://nonstopnutrition.com,Cognitive Enhancement Supplements,8.5g,1.61 out of 3,8,26 ,100%,116 out of 147 (bottom third within category),"3,809 out of 4,597 (bottom third of all products)",December 25,2021,https://instagram.com/non_stop_nutrition,,,,,,,,,,,
MyndDrive,MPL Nutrition,https://mplnutrition.com/,Cognitive Enhancement Supplements,4.4g,1.60 out of 3,10,29 ,100%,117 out of 147 (bottom third within category),"3,825 out of 4,597 (bottom third of all products)",January 19,2020,https://instagram.com/mplnutrition,,,,,,,,,,,
Cognitive Performance,Performance Enhanced,https://performanceenhancednutrition.com,Cognitive Enhancement Supplements,"3 capsules
",1.60 out of 3,4,40 ,100%,118 out of 147 (bottom third within category),"3,835 out of 4,597 (bottom third of all products)",April 05,2021,,,,,,,,,,,,
Switch On,Brain Gains,https://www.braingainsuk.com/,Cognitive Enhancement Supplements,13g,1.59 out of 3,19,26 ,100%,119 out of 147 (bottom third within category),"3,842 out of 4,597 (bottom third of all products)",July 07,2020,,Switch On shares at least 75% of its ingredient profile with one other product,,,,,,,,,,
Qfocus,Qallo,https://qallo.com,Cognitive Enhancement Supplements,"1 capsule
",1.53 out of 3,9,25 ,100%,120 out of 147 (bottom third within category),"3,925 out of 4,597 (bottom third of all products)",December 26,2021,https://instagram.com/qallolifestyle,,,,,,,,,,,
Focus Fast Extreme,Focus Fast,https://www.focusfast.com,Cognitive Enhancement Supplements,"2 tablets
",1.51 out of 3,20,33 ,45%,121 out of 147 (bottom third within category),"3,949 out of 4,597 (bottom third of all products)",December 23,2021,https://instagram.com/focus_fast,,,,,,,,,,,
Ming Mag,ATP Lab,https://atplab.com,Cognitive Enhancement Supplements,"2 capsules
",1.50 out of 3,3,37 ,100%,122 out of 147 (bottom third within category),"3,964 out of 4,597 (bottom third of all products)",October 07,2020,https://instagram.com/atp_labs,,,,,,,,,,,
Mental Focus,Scitec Nutrition,https://www.scitecnutrition.com,Cognitive Enhancement Supplements,"1 capsule
",1.43 out of 3,3,68 ,100%,123 out of 147 (bottom third within category),"3,985 out of 4,597 (bottom third of all products)",March 27,2021,https://instagram.com/scitecnutrition,,,,,,,,,,,
Forebrain,Force Factor,https://forcefactor.com,Cognitive Enhancement Supplements,"1 capsule
",2.32 out of 3,6,45 ,17%,124 out of 147 (bottom third within category),"4,004 out of 4,597 (bottom third of all products)",April 02,2021,https://instagram.com/forcefactor,,,,,,,,,,,
Brain Blitz Remix,Phase One Nutrition,https://www.p1supps.com,Cognitive Enhancement Supplements,10.3g,2.02 out of 3,14,30 ,43%,125 out of 147 (bottom third within category),"4,056 out of 4,597 (bottom third of all products)",February 28,2021,https://instagram.com/phaseonenutrition,,,,,,,,,,,
Gorilla Mind Rush,Gorilla Mind,https://www.gorillamind.com/,Cognitive Enhancement Supplements,"3 capsules
",1.99 out of 3,10,36 ,60%,126 out of 147 (bottom third within category),"4,076 out of 4,597 (bottom third of all products)",October 26,2019,https://instagram.com/gorilla_mind,,,,,,,,,,,
Gorilla Mind Smooth,Gorilla Mind,https://www.gorillamind.com/,Cognitive Enhancement Supplements,"3 capsules
",1.96 out of 3,10,23 ,50%,127 out of 147 (bottom third within category),"4,090 out of 4,597 (bottom third of all products)",October 26,2019,https://instagram.com/gorilla_mind,,,,,,,,,,,
Ai Mode Brain Booster,Dynamism Labs,,Cognitive Enhancement Supplements,"2 capsules
",1.92 out of 3,6,43 ,17%,128 out of 147 (bottom third within category),"4,116 out of 4,597 (bottom third of all products)",June 15,2019,,,,,,,,,,,,
Amphetamax,Max Effort Muscle,https://www.maxeffortmuscle.com,Cognitive Enhancement Supplements,"3 capsules
",1.91 out of 3,9,27 ,11%,129 out of 147 (bottom third within category),"4,121 out of 4,597 (bottom third of all products)",October 13,2020,https://instagram.com/maxeffortmuscle,,,,,,,,,,,
Super Brain,Supplerman,https://www.supplerman.com,Cognitive Enhancement Supplements,"2 capsules
",1.88 out of 3,11,27 ,27%,130 out of 147 (bottom third within category),"4,136 out of 4,597 (bottom third of all products)",October 02,2021,https://instagram.com/supplerman,,,,,,,,,,,
Amplified Focus,GNC,https://www.gnc.com/,Cognitive Enhancement Supplements,"2 tablets
",1.87 out of 3,15,43 ,67%,131 out of 147 (bottom third within category),"4,151 out of 4,597 (bottom third of all products)",March 29,2021,https://instagram.com/gnclivewell,,,,,,,,,,,
Neuro Brain and Focus,HealthHit Supplements,https://healthhitsupplements.com,Cognitive Enhancement Supplements,"2 capsules
",1.85 out of 3,41,25 ,51%,132 out of 147 (bottom third within category),"4,160 out of 4,597 (bottom third of all products)",January 04,2021,https://instagram.com/healthhitsupplements,Neuro Brain and Focus shares at least 75% of its ingredient profile with 2 other products,,,,,,,,,,
Shift Nootropic,Ultimatum X,https://www.ultimatumx.com,Cognitive Enhancement Supplements,"2 capsules
",1.81 out of 3,40,25 ,53%,133 out of 147 (bottom third within category),"4,193 out of 4,597 (bottom third of all products)",March 13,2021,https://instagram.com/ultimatumxsupplements,Shift Nootropic shares at least 75% of its ingredient profile with 2 other products,,,,,,,,,,
N-Zone,The W Fitness and Apparel,https://www.thewfitnessandapparel.com,Cognitive Enhancement Supplements,"2 capsules
",1.80 out of 3,39,25 ,54%,134 out of 147 (bottom third within category),"4,204 out of 4,597 (bottom third of all products)",October 11,2020,https://instagram.com/thewfitnessandapparel,N-Zone shares at least 75% of its ingredient profile with 2 other products,,,,,,,,,,
Advanced - Focus,Advanced,https://advanced.gg,Cognitive Enhancement Supplements,1.15g,1.77 out of 3,13,31 ,31%,135 out of 147 (bottom third within category),"4,237 out of 4,597 (bottom third of all products)",September 01,2019,https://instagram.com/advancedgg,,,,,,,,,,,
Mentality,5 Percent Nutrition,https://5percentnutrition.com/,Cognitive Enhancement Supplements,"2 capsules
",1.75 out of 3,17,25 ,18%,136 out of 147 (bottom third within category),"4,250 out of 4,597 (bottom third of all products)",July 14,2020,https://instagram.com/5percentnutrition,,,,,,,,,,,
Think Tank,Mental Mojo,https://mental-mojo.net/,Cognitive Enhancement Supplements,3g,1.74 out of 3,10,39 ,40%,137 out of 147 (bottom third within category),"4,256 out of 4,597 (bottom third of all products)",January 16,2020,,,,,,,,,,,,
NG Nutra Nootropic Focus,NG Nutra,https://www.ngnutra.com,Cognitive Enhancement Supplements,"3 capsules
",1.73 out of 3,9,37 ,44%,138 out of 147 (bottom third within category),"4,267 out of 4,597 (bottom third of all products)",July 29,2020,https://instagram.com/ngnutrasupps,,,,,,,,,,,
Vivvid,BELDT Labs,https://beldt.com,Cognitive Enhancement Supplements,"1 capsule
",1.71 out of 3,9,25 ,0%,139 out of 147 (bottom third within category),"4,289 out of 4,597 (bottom third of all products)",October 11,2020,https://instagram.com/beldtlabs,Vivvid shares at least 75% of its ingredient profile with 3 other products,,,,,,,,,,
Brain Food,Snap Supplements,https://snapsupplements.com,Cognitive Enhancement Supplements,"2 capsules
",1.71 out of 3,7,24 ,40%,140 out of 147 (bottom third within category),"4,298 out of 4,597 (bottom third of all products)",May 17,2022,https://instagram.com/snap_supplements,,,,,,,,,,,
Brain Food,BPI Sports,https://bpisports.com/,Cognitive Enhancement Supplements,"1 capsule
",1.68 out of 3,7,24 ,0%,141 out of 147 (bottom third within category),"4,354 out of 4,597 (bottom third of all products)",December 17,2020,https://instagram.com/bpi_sports,,,,,,,,,,,
NeurON,Optimum EFX,https://www.optimumefx.com,Cognitive Enhancement Supplements,7.33g,1.64 out of 3,8,42 ,13%,142 out of 147 (bottom third within category),"4,376 out of 4,597 (bottom third of all products)",August 22,2020,https://instagram.com/optimumefx,,,,,,,,,,,
Brain Lift,Brain Forza,https://brainforza.com/,Cognitive Enhancement Supplements,2.85g,1.59 out of 3,12,33 ,75%,143 out of 147 (bottom third within category),"4,439 out of 4,597 (bottom third of all products)",July 07,2020,,,,,,,,,,,,
Brainbridge Elevate,Man Sports,https://mansports.com/,Cognitive Enhancement Supplements,6.9g,1.54 out of 3,16,19 ,69%,144 out of 147 (bottom third within category),"4,467 out of 4,597 (bottom third of all products)",December 26,2021,https://instagram.com/mansports,,,,,,,,,,,
Cortigon,UMZU,https://umzu.com/,Cognitive Enhancement Supplements,"1 capsule
",1.48 out of 3,5,25 ,100%,145 out of 147 (bottom third within category),"4,490 out of 4,597 (bottom third of all products)",May 29,2020,,,,,,,,,,,,
NALT,Apollos Hegemony,https://apollos-hegemony.com,Cognitive Enhancement Supplements,"1 capsule
",1.40 out of 3,2,32 ,100%,146 out of 147 (bottom third within category),"4,531 out of 4,597 (bottom third of all products)",March 26,2021,https://instagram.com/apollos_hegemony,,,,,,,,,,,
LumUltra,Avanse Nutraceuticals,https://www.lumultra.com,Cognitive Enhancement Supplements,"2 capsules
",1.39 out of 3,9,24 ,11%,147 out of 147 (bottom third within category),"4,583 out of 4,597 (bottom third of all products)",September 27,2020,https://instagram.com/lumultra,,,,,,,,,,,
Eviscerate,Dynamik Muscle,,Fat Burning Supplements,"2 capsules
",2.26 out of 3,6,22 ,100%,1 out of 635 (top third within category),"193 out of 4,597 (top third of all products)",September 07,2019,,,,,,,,,,,,
XenaLEAN Plus,Elevated Sports Nutrition,https://esnutrition.net,Fat Burning Supplements,"2 capsules
",2.18 out of 3,5,50 ,100%,2 out of 635 (top third within category),"201 out of 4,597 (top third of all products)",July 28,2020,https://instagram.com/elevatedsportsnutrition,XenaLEAN Plus shares at least 75% of its ingredient profile with one other product,,,,,,,,,,
Sliced,Apex Sport,https://getapexsport.com/,Fat Burning Supplements,"2 capsules
",2.18 out of 3,5,50 ,100%,3 out of 635 (top third within category),"202 out of 4,597 (top third of all products)",January 12,2020,,Sliced shares at least 75% of its ingredient profile with one other product,,,,,,,,,,
Maxx,HeatXtreme,https://heatxtreme.com,Fat Burning Supplements,"1 capsule
",2.15 out of 3,5,42 ,100%,4 out of 635 (top third within category),"204 out of 4,597 (top third of all products)",October 05,2020,https://instagram.com/heatchallenge,,,,,,,,,,,
Rakich Ripped,Josef Rakich Fitness,https://josefrakichfitness.com,Fat Burning Supplements,4.5g,2.13 out of 3,3,72 ,100%,5 out of 635 (top third within category),"205 out of 4,597 (top third of all products)",October 05,2020,https://instagram.com/josefrakich,,,,,,,,,,,
Anytime Burn V2,Like A Pro Supplements,https://likeaprosupplements.com/,Fat Burning Supplements,"4 capsules
",2.40 out of 3,4,16 ,100%,6 out of 635 (top third within category),"416 out of 4,597 (top third of all products)",May 29,2022,https://instagram.com/likeaprosupplements,,,,,,,,,,,
Genius Burn,The Genius Brand,https://thegeniusbrand.com,Fat Burning Supplements,"2 capsules
",2.30 out of 3,9,28 ,100%,7 out of 635 (top third within category),"455 out of 4,597 (top third of all products)",October 31,2019,https://instagram.com/thegeniusbrand,,,,,,,,,,,
Morphoburn,Morphogen Nutrition,https://www.morphogennutrition.com,Fat Burning Supplements,"2 capsules
",2.28 out of 3,9,17 ,100%,8 out of 635 (top third within category),"464 out of 4,597 (top third of all products)",August 24,2020,https://instagram.com/morphogen_nutrition,,,,,,,,,,,
Shredded,SAN Nutrition,https://sann.net/,Fat Burning Supplements,"7 capsules
",2.26 out of 3,9,35 ,100%,9 out of 635 (top third within category),"470 out of 4,597 (top third of all products)",April 10,2021,https://instagram.com/sannation,,,,,,,,,,,
